token	year	seq
and	2013	576
openness	2013	577
an	2013	578
endless	2013	579
capacity	2013	580
for	2013	581
risk	2013	582
and	2013	583
a	2013	584
gift	2013	585
for	2013	586
reinvention	2013	587
my	2013	588
fellow	2013	589
americans	2013	590
we	2013	591
are	2013	592
made	2013	593
for	2013	594
this	2013	595
moment	2013	596
and	2013	597
we	2013	598
will	2013	599
seize	2013	600
it	2013	601
so	2013	602
long	2013	603
as	2013	604
we	2013	605
seize	2013	606
it	2013	607
together	2013	608
for	2013	609
we	2013	610
the	2013	611
people	2013	612
understand	2013	613
that	2013	614
our	2013	615
country	2013	616
cannot	2013	617
succeed	2013	618
when	2013	619
a	2013	620
shrinking	2013	621
few	2013	622
do	2013	623
very	2013	624
well	2013	625
and	2013	626
a	2013	627
growing	2013	628
many	2013	629
barely	2013	630
make	2013	631
it	2013	632
we	2013	633
believe	2013	634
that	2013	635
america	2013	636
s	2013	637
prosperity	2013	638
must	2013	639
rest	2013	640
upon	2013	641
the	2013	642
broad	2013	643
shoulders	2013	644
of	2013	645
a	2013	646
rising	2013	647
middle	2013	648
class	2013	649
we	2013	650
know	2013	651
that	2013	652
america	2013	653
thrives	2013	654
when	2013	655
every	2013	656
person	2013	657
can	2013	658
find	2013	659
independence	2013	660
and	2013	661
pride	2013	662
in	2013	663
their	2013	664
work	2013	665
when	2013	666
the	2013	667
wages	2013	668
of	2013	669
honest	2013	670
labor	2013	671
liberate	2013	672
families	2013	673
from	2013	674
the	2013	675
brink	2013	676
of	2013	677
hardship	2013	678
we	2013	679
are	2013	680
true	2013	681
to	2013	682
our	2013	683
creed	2013	684
when	2013	685
a	2013	686
little	2013	687
girl	2013	688
born	2013	689
into	2013	690
the	2013	691
bleakest	2013	692
poverty	2013	693
knows	2013	694
that	2013	695
she	2013	696
has	2013	697
the	2013	698
same	2013	699
chance	2013	700
to	2013	701
succeed	2013	702
as	2013	703
anybody	2013	704
else	2013	705
because	2013	706
she	2013	707
is	2013	708
an	2013	709
american	2013	710
she	2013	711
is	2013	712
free	2013	713
and	2013	714
she	2013	715
is	2013	716
equal	2013	717
not	2013	718
just	2013	719
in	2013	720
the	2013	721
eyes	2013	722
of	2013	723
god	2013	724
but	2013	725
also	2013	726
in	2013	727
our	2013	728
own	2013	729
we	2013	730
understand	2013	731
that	2013	732
outworn	2013	733
programs	2013	734
are	2013	735
inadequate	2013	736
to	2013	737
the	2013	738
needs	2013	739
of	2013	740
our	2013	741
time	2013	742
so	2013	743
we	2013	744
must	2013	745
harness	2013	746
new	2013	747
ideas	2013	748
and	2013	749
technology	2013	750
to	2013	751
remake	2013	752
our	2013	753
government	2013	754
revamp	2013	755
our	2013	756
tax	2013	757
code	2013	758
reform	2013	759
our	2013	760
schools	2013	761
and	2013	762
empower	2013	763
our	2013	764
citizens	2013	765
with	2013	766
the	2013	767
skills	2013	768
they	2013	769
need	2013	770
to	2013	771
work	2013	772
harder	2013	773
learn	2013	774
more	2013	775
reach	2013	776
higher	2013	777
but	2013	778
while	2013	779
the	2013	780
means	2013	781
will	2013	782
change	2013	783
our	2013	784
purpose	2013	785
endures	2013	786
a	2013	787
nation	2013	788
that	2013	789
rewards	2013	790
the	2013	791
effort	2013	792
and	2013	793
determination	2013	794
of	2013	795
every	2013	796
single	2013	797
american	2013	798
that	2013	799
is	2013	800
what	2013	801
this	2013	802
moment	2013	803
requires	2013	804
that	2013	805
is	2013	806
what	2013	807
will	2013	808
give	2013	809
real	2013	810
meaning	2013	811
to	2013	812
our	2013	813
creed	2013	814
we	2013	815
the	2013	816
people	2013	817
still	2013	818
believe	2013	819
that	2013	820
every	2013	821
citizen	2013	822
deserves	2013	823
a	2013	824
basic	2013	825
measure	2013	826
of	2013	827
security	2013	828
and	2013	829
dignity	2013	830
we	2013	831
must	2013	832
make	2013	833
the	2013	834
hard	2013	835
choices	2013	836
to	2013	837
reduce	2013	838
the	2013	839
cost	2013	840
of	2013	841
health	2013	842
care	2013	843
and	2013	844
the	2013	845
size	2013	846
of	2013	847
our	2013	848
deficit	2013	849
but	2013	850
we	2013	851
reject	2013	852
the	2013	853
belief	2013	854
that	2013	855
america	2013	856
must	2013	857
choose	2013	858
between	2013	859
caring	2013	860
for	2013	861
the	2013	862
generation	2013	863
that	2013	864
built	2013	865
this	2013	866
country	2013	867
and	2013	868
investing	2013	869
in	2013	870
the	2013	871
generation	2013	872
that	2013	873
will	2013	874
build	2013	875
its	2013	876
future	2013	877
for	2013	878
we	2013	879
remember	2013	880
the	2013	881
lessons	2013	882
of	2013	883
our	2013	884
past	2013	885
when	2013	886
twilight	2013	887
years	2013	888
were	2013	889
spent	2013	890
in	2013	891
poverty	2013	892
and	2013	893
parents	2013	894
of	2013	895
a	2013	896
child	2013	897
with	2013	898
a	2013	899
disability	2013	900
had	2013	901
nowhere	2013	902
to	2013	903
turn	2013	904
we	2013	905
do	2013	906
not	2013	907
believe	2013	908
that	2013	909
in	2013	910
this	2013	911
country	2013	912
freedom	2013	913
is	2013	914
reserved	2013	915
for	2013	916
the	2013	917
lucky	2013	918
or	2013	919
happiness	2013	920
for	2013	921
the	2013	922
few	2013	923
we	2013	924
recognize	2013	925
that	2013	926
no	2013	927
matter	2013	928
how	2013	929
responsibly	2013	930
we	2013	931
live	2013	932
our	2013	933
lives	2013	934
any	2013	935
one	2013	936
of	2013	937
us	2013	938
at	2013	939
any	2013	940
time	2013	941
may	2013	942
face	2013	943
a	2013	944
job	2013	945
loss	2013	946
or	2013	947
a	2013	948
sudden	2013	949
illness	2013	950
or	2013	951
a	2013	952
home	2013	953
swept	2013	954
away	2013	955
in	2013	956
a	2013	957
terrible	2013	958
storm	2013	959
the	2013	960
commitments	2013	961
we	2013	962
make	2013	963
to	2013	964
each	2013	965
other	2013	966
through	2013	967
medicare	2013	968
and	2013	969
medicaid	2013	970
and	2013	971
social	2013	972
security	2013	973
these	2013	974
things	2013	975
do	2013	976
not	2013	977
sap	2013	978
our	2013	979
initiative	2013	980
they	2013	981
strengthen	2013	982
us	2013	983
they	2013	984
do	2013	985
not	2013	986
make	2013	987
us	2013	988
a	2013	989
nation	2013	990
of	2013	991
takers	2013	992
they	2013	993
free	2013	994
us	2013	995
to	2013	996
take	2013	997
the	2013	998
risks	2013	999
that	2013	1000
make	2013	1001
this	2013	1002
country	2013	1003
great	2013	1004
we	2013	1005
the	2013	1006
people	2013	1007
still	2013	1008
believe	2013	1009
that	2013	1010
our	2013	1011
obligations	2013	1012
as	2013	1013
americans	2013	1014
are	2013	1015
not	2013	1016
just	2013	1017
to	2013	1018
ourselves	2013	1019
but	2013	1020
to	2013	1021
all	2013	1022
posterity	2013	1023
we	2013	1024
will	2013	1025
respond	2013	1026
to	2013	1027
the	2013	1028
threat	2013	1029
of	2013	1030
climate	2013	1031
change	2013	1032
knowing	2013	1033
that	2013	1034
the	2013	1035
failure	2013	1036
to	2013	1037
do	2013	1038
so	2013	1039
would	2013	1040
betray	2013	1041
our	2013	1042
children	2013	1043
and	2013	1044
future	2013	1045
generations	2013	1046
some	2013	1047
may	2013	1048
still	2013	1049
deny	2013	1050
the	2013	1051
overwhelming	2013	1052
judgment	2013	1053
of	2013	1054
science	2013	1055
but	2013	1056
none	2013	1057
can	2013	1058
avoid	2013	1059
the	2013	1060
devastating	2013	1061
impact	2013	1062
of	2013	1063
raging	2013	1064
fires	2013	1065
and	2013	1066
crippling	2013	1067
drought	2013	1068
and	2013	1069
more	2013	1070
powerful	2013	1071
storms	2013	1072
the	2013	1073
path	2013	1074
towards	2013	1075
sustainable	2013	1076
energy	2013	1077
sources	2013	1078
will	2013	1079
be	2013	1080
long	2013	1081
and	2013	1082
sometimes	2013	1083
difficult	2013	1084
but	2013	1085
america	2013	1086
cannot	2013	1087
resist	2013	1088
this	2013	1089
transition	2013	1090
we	2013	1091
must	2013	1092
lead	2013	1093
it	2013	1094
we	2013	1095
cannot	2013	1096
cede	2013	1097
to	2013	1098
other	2013	1099
nations	2013	1100
the	2013	1101
technology	2013	1102
that	2013	1103
will	2013	1104
power	2013	1105
new	2013	1106
jobs	2013	1107
and	2013	1108
new	2013	1109
industries	2013	1110
we	2013	1111
must	2013	1112
claim	2013	1113
its	2013	1114
promise	2013	1115
that	2013	1116
s	2013	1117
how	2013	1118
we	2013	1119
will	2013	1120
maintain	2013	1121
our	2013	1122
economic	2013	1123
vitality	2013	1124
and	2013	1125
our	2013	1126
national	2013	1127
treasure	2013	1128
our	2013	1129
forests	2013	1130
and	2013	1131
waterways	2013	1132
our	2013	1133
crop	2013	1134
lands	2013	1135
and	2013	1136
snow	2013	1137
capped	2013	1138
peaks	2013	1139
that	2013	1140
is	2013	1141
how	2013	1142
we	2013	1143
will	2013	1144
preserve	2013	1145
our	2013	1146
planet	2013	1147
commanded	2013	1148
to	2013	1149
our	2013	1150
care	2013	1151
by	2013	1152
god	2013	1153
that	2013	1154
s	2013	1155
what	2013	1156
will	2013	1157
lend	2013	1158
meaning	2013	1159
to	2013	1160
the	2013	1161
creed	2013	1162
our	2013	1163
fathers	2013	1164
once	2013	1165
declared	2013	1166
we	2013	1167
the	2013	1168
people	2013	1169
still	2013	1170
believe	2013	1171
that	2013	1172
enduring	2013	1173
security	2013	1174
and	2013	1175
lasting	2013	1176
peace	2013	1177
do	2013	1178
not	2013	1179
require	2013	1180
perpetual	2013	1181
war	2013	1182
our	2013	1183
brave	2013	1184
men	2013	1185
and	2013	1186
women	2013	1187
in	2013	1188
uniform	2013	1189
tempered	2013	1190
by	2013	1191
the	2013	1192
flames	2013	1193
of	2013	1194
battle	2013	1195
are	2013	1196
unmatched	2013	1197
in	2013	1198
skill	2013	1199
and	2013	1200
courage	2013	1201
our	2013	1202
citizens	2013	1203
seared	2013	1204
by	2013	1205
the	2013	1206
memory	2013	1207
of	2013	1208
those	2013	1209
we	2013	1210
have	2013	1211
lost	2013	1212
know	2013	1213
too	2013	1214
well	2013	1215
the	2013	1216
price	2013	1217
that	2013	1218
is	2013	1219
paid	2013	1220
for	2013	1221
liberty	2013	1222
the	2013	1223
knowledge	2013	1224
of	2013	1225
their	2013	1226
sacrifice	2013	1227
will	2013	1228
keep	2013	1229
us	2013	1230
forever	2013	1231
vigilant	2013	1232
against	2013	1233
those	2013	1234
who	2013	1235
would	2013	1236
do	2013	1237
us	2013	1238
harm	2013	1239
but	2013	1240
we	2013	1241
are	2013	1242
also	2013	1243
heirs	2013	1244
to	2013	1245
those	2013	1246
who	2013	1247
won	2013	1248
the	2013	1249
peace	2013	1250
and	2013	1251
not	2013	1252
just	2013	1253
the	2013	1254
war	2013	1255
who	2013	1256
turned	2013	1257
sworn	2013	1258
enemies	2013	1259
into	2013	1260
the	2013	1261
surest	2013	1262
of	2013	1263
friends	2013	1264
and	2013	1265
we	2013	1266
must	2013	1267
carry	2013	1268
those	2013	1269
lessons	2013	1270
into	2013	1271
this	2013	1272
time	2013	1273
as	2013	1274
well	2013	1275
we	2013	1276
will	2013	1277
defend	2013	1278
our	2013	1279
people	2013	1280
and	2013	1281
uphold	2013	1282
our	2013	1283
values	2013	1284
through	2013	1285
strength	2013	1286
of	2013	1287
arms	2013	1288
and	2013	1289
rule	2013	1290
of	2013	1291
law	2013	1292
we	2013	1293
will	2013	1294
show	2013	1295
the	2013	1296
courage	2013	1297
to	2013	1298
try	2013	1299
and	2013	1300
resolve	2013	1301
our	2013	1302
differences	2013	1303
with	2013	1304
other	2013	1305
nations	2013	1306
peacefully	2013	1307
not	2013	1308
because	2013	1309
we	2013	1310
are	2013	1311
naive	2013	1312
about	2013	1313
the	2013	1314
dangers	2013	1315
we	2013	1316
face	2013	1317
but	2013	1318
because	2013	1319
engagement	2013	1320
can	2013	1321
more	2013	1322
durably	2013	1323
lift	2013	1324
suspicion	2013	1325
and	2013	1326
fear	2013	1327
america	2013	1328
will	2013	1329
remain	2013	1330
the	2013	1331
anchor	2013	1332
of	2013	1333
strong	2013	1334
alliances	2013	1335
in	2013	1336
every	2013	1337
corner	2013	1338
of	2013	1339
the	2013	1340
globe	2013	1341
and	2013	1342
we	2013	1343
will	2013	1344
renew	2013	1345
those	2013	1346
institutions	2013	1347
that	2013	1348
extend	2013	1349
our	2013	1350
capacity	2013	1351
to	2013	1352
manage	2013	1353
crisis	2013	1354
abroad	2013	1355
for	2013	1356
no	2013	1357
one	2013	1358
has	2013	1359
a	2013	1360
greater	2013	1361
stake	2013	1362
in	2013	1363
a	2013	1364
peaceful	2013	1365
world	2013	1366
than	2013	1367
its	2013	1368
most	2013	1369
powerful	2013	1370
nation	2013	1371
we	2013	1372
will	2013	1373
support	2013	1374
democracy	2013	1375
from	2013	1376
asia	2013	1377
to	2013	1378
africa	2013	1379
from	2013	1380
the	2013	1381
americas	2013	1382
to	2013	1383
the	2013	1384
middle	2013	1385
east	2013	1386
because	2013	1387
our	2013	1388
interests	2013	1389
and	2013	1390
our	2013	1391
conscience	2013	1392
compel	2013	1393
us	2013	1394
to	2013	1395
act	2013	1396
on	2013	1397
behalf	2013	1398
of	2013	1399
those	2013	1400
who	2013	1401
long	2013	1402
for	2013	1403
freedom	2013	1404
and	2013	1405
we	2013	1406
must	2013	1407
be	2013	1408
a	2013	1409
source	2013	1410
of	2013	1411
hope	2013	1412
to	2013	1413
the	2013	1414
poor	2013	1415
the	2013	1416
sick	2013	1417
the	2013	1418
marginalized	2013	1419
the	2013	1420
victims	2013	1421
of	2013	1422
prejudice	2013	1423
not	2013	1424
out	2013	1425
of	2013	1426
mere	2013	1427
charity	2013	1428
but	2013	1429
because	2013	1430
peace	2013	1431
in	2013	1432
our	2013	1433
time	2013	1434
requires	2013	1435
the	2013	1436
constant	2013	1437
advance	2013	1438
of	2013	1439
those	2013	1440
principles	2013	1441
that	2013	1442
our	2013	1443
common	2013	1444
creed	2013	1445
describes	2013	1446
tolerance	2013	1447
and	2013	1448
opportunity	2013	1449
human	2013	1450
dignity	2013	1451
and	2013	1452
justice	2013	1453
we	2013	1454
the	2013	1455
people	2013	1456
declare	2013	1457
today	2013	1458
that	2013	1459
the	2013	1460
most	2013	1461
evident	2013	1462
of	2013	1463
truths	2013	1464
that	2013	1465
all	2013	1466
of	2013	1467
us	2013	1468
are	2013	1469
created	2013	1470
equal	2013	1471
is	2013	1472
the	2013	1473
star	2013	1474
that	2013	1475
guides	2013	1476
us	2013	1477
still	2013	1478
just	2013	1479
as	2013	1480
it	2013	1481
guided	2013	1482
our	2013	1483
forebears	2013	1484
through	2013	1485
seneca	2013	1486
falls	2013	1487
and	2013	1488
selma	2013	1489
and	2013	1490
stonewall	2013	1491
just	2013	1492
as	2013	1493
it	2013	1494
guided	2013	1495
all	2013	1496
those	2013	1497
men	2013	1498
and	2013	1499
women	2013	1500
sung	2013	1501
and	2013	1502
unsung	2013	1503
who	2013	1504
left	2013	1505
footprints	2013	1506
along	2013	1507
this	2013	1508
great	2013	1509
mall	2013	1510
to	2013	1511
hear	2013	1512
a	2013	1513
preacher	2013	1514
say	2013	1515
that	2013	1516
we	2013	1517
cannot	2013	1518
walk	2013	1519
alone	2013	1520
to	2013	1521
hear	2013	1522
a	2013	1523
king	2013	1524
proclaim	2013	1525
that	2013	1526
our	2013	1527
individual	2013	1528
freedom	2013	1529
is	2013	1530
inextricably	2013	1531
bound	2013	1532
to	2013	1533
the	2013	1534
freedom	2013	1535
of	2013	1536
every	2013	1537
soul	2013	1538
on	2013	1539
earth	2013	1540
it	2013	1541
is	2013	1542
now	2013	1543
our	2013	1544
generation	2013	1545
s	2013	1546
task	2013	1547
to	2013	1548
carry	2013	1549
on	2013	1550
what	2013	1551
those	2013	1552
pioneers	2013	1553
began	2013	1554
for	2013	1555
our	2013	1556
journey	2013	1557
is	2013	1558
not	2013	1559
complete	2013	1560
until	2013	1561
our	2013	1562
wives	2013	1563
our	2013	1564
mothers	2013	1565
and	2013	1566
daughters	2013	1567
can	2013	1568
earn	2013	1569
a	2013	1570
living	2013	1571
equal	2013	1572
to	2013	1573
their	2013	1574
efforts	2013	1575
our	2013	1576
journey	2013	1577
is	2013	1578
not	2013	1579
complete	2013	1580
until	2013	1581
our	2013	1582
gay	2013	1583
brothers	2013	1584
and	2013	1585
sisters	2013	1586
are	2013	1587
treated	2013	1588
like	2013	1589
anyone	2013	1590
else	2013	1591
under	2013	1592
the	2013	1593
law	2013	1594
for	2013	1595
if	2013	1596
we	2013	1597
are	2013	1598
truly	2013	1599
created	2013	1600
equal	2013	1601
then	2013	1602
surely	2013	1603
the	2013	1604
love	2013	1605
we	2013	1606
commit	2013	1607
to	2013	1608
one	2013	1609
another	2013	1610
must	2013	1611
be	2013	1612
equal	2013	1613
as	2013	1614
well	2013	1615
our	2013	1616
journey	2013	1617
is	2013	1618
not	2013	1619
complete	2013	1620
until	2013	1621
no	2013	1622
citizen	2013	1623
is	2013	1624
forced	2013	1625
to	2013	1626
wait	2013	1627
for	2013	1628
hours	2013	1629
to	2013	1630
exercise	2013	1631
the	2013	1632
right	2013	1633
to	2013	1634
vote	2013	1635
our	2013	1636
journey	2013	1637
is	2013	1638
not	2013	1639
complete	2013	1640
until	2013	1641
we	2013	1642
find	2013	1643
a	2013	1644
better	2013	1645
way	2013	1646
to	2013	1647
welcome	2013	1648
the	2013	1649
striving	2013	1650
hopeful	2013	1651
immigrants	2013	1652
who	2013	1653
still	2013	1654
see	2013	1655
america	2013	1656
as	2013	1657
a	2013	1658
land	2013	1659
of	2013	1660
opportunity	2013	1661
until	2013	1662
bright	2013	1663
young	2013	1664
students	2013	1665
and	2013	1666
engineers	2013	1667
are	2013	1668
enlisted	2013	1669
in	2013	1670
our	2013	1671
workforce	2013	1672
rather	2013	1673
than	2013	1674
expelled	2013	1675
from	2013	1676
our	2013	1677
country	2013	1678
our	2013	1679
journey	2013	1680
is	2013	1681
not	2013	1682
complete	2013	1683
until	2013	1684
all	2013	1685
our	2013	1686
children	2013	1687
from	2013	1688
the	2013	1689
streets	2013	1690
of	2013	1691
detroit	2013	1692
to	2013	1693
the	2013	1694
hills	2013	1695
of	2013	1696
appalachia	2013	1697
to	2013	1698
the	2013	1699
quiet	2013	1700
lanes	2013	1701
of	2013	1702
newtown	2013	1703
know	2013	1704
that	2013	1705
they	2013	1706
are	2013	1707
cared	2013	1708
for	2013	1709
and	2013	1710
cherished	2013	1711
and	2013	1712
always	2013	1713
safe	2013	1714
from	2013	1715
harm	2013	1716
that	2013	1717
is	2013	1718
our	2013	1719
generation	2013	1720
s	2013	1721
task	2013	1722
to	2013	1723
make	2013	1724
these	2013	1725
words	2013	1726
these	2013	1727
rights	2013	1728
these	2013	1729
values	2013	1730
of	2013	1731
life	2013	1732
and	2013	1733
liberty	2013	1734
and	2013	1735
the	2013	1736
pursuit	2013	1737
of	2013	1738
happiness	2013	1739
real	2013	1740
for	2013	1741
every	2013	1742
american	2013	1743
being	2013	1744
true	2013	1745
to	2013	1746
our	2013	1747
founding	2013	1748
documents	2013	1749
does	2013	1750
not	2013	1751
require	2013	1752
us	2013	1753
to	2013	1754
agree	2013	1755
on	2013	1756
every	2013	1757
contour	2013	1758
of	2013	1759
life	2013	1760
it	2013	1761
does	2013	1762
not	2013	1763
mean	2013	1764
we	2013	1765
all	2013	1766
define	2013	1767
liberty	2013	1768
in	2013	1769
exactly	2013	1770
the	2013	1771
same	2013	1772
way	2013	1773
or	2013	1774
follow	2013	1775
the	2013	1776
same	2013	1777
precise	2013	1778
path	2013	1779
to	2013	1780
happiness	2013	1781
progress	2013	1782
does	2013	1783
not	2013	1784
compel	2013	1785
us	2013	1786
to	2013	1787
settle	2013	1788
centuries	2013	1789
long	2013	1790
debates	2013	1791
about	2013	1792
the	2013	1793
role	2013	1794
of	2013	1795
government	2013	1796
for	2013	1797
all	2013	1798
time	2013	1799
but	2013	1800
it	2013	1801
does	2013	1802
require	2013	1803
us	2013	1804
to	2013	1805
act	2013	1806
in	2013	1807
our	2013	1808
time	2013	1809
for	2013	1810
now	2013	1811
decisions	2013	1812
are	2013	1813
upon	2013	1814
us	2013	1815
and	2013	1816
we	2013	1817
cannot	2013	1818
afford	2013	1819
delay	2013	1820
we	2013	1821
cannot	2013	1822
mistake	2013	1823
absolutism	2013	1824
for	2013	1825
principle	2013	1826
or	2013	1827
substitute	2013	1828
spectacle	2013	1829
for	2013	1830
politics	2013	1831
or	2013	1832
treat	2013	1833
name	2013	1834
calling	2013	1835
as	2013	1836
reasoned	2013	1837
debate	2013	1838
we	2013	1839
must	2013	1840
act	2013	1841
knowing	2013	1842
that	2013	1843
our	2013	1844
work	2013	1845
will	2013	1846
be	2013	1847
imperfect	2013	1848
we	2013	1849
must	2013	1850
act	2013	1851
we	2013	1852
must	2013	1853
act	2013	1854
knowing	2013	1855
that	2013	1856
today	2013	1857
s	2013	1858
victories	2013	1859
will	2013	1860
be	2013	1861
only	2013	1862
partial	2013	1863
and	2013	1864
that	2013	1865
it	2013	1866
will	2013	1867
be	2013	1868
up	2013	1869
to	2013	1870
those	2013	1871
who	2013	1872
stand	2013	1873
here	2013	1874
in	2013	1875
4	2013	1876
years	2013	1877
and	2013	1878
40	2013	1879
years	2013	1880
and	2013	1881
400	2013	1882
years	2013	1883
hence	2013	1884
to	2013	1885
advance	2013	1886
the	2013	1887
timeless	2013	1888
spirit	2013	1889
once	2013	1890
conferred	2013	1891
to	2013	1892
us	2013	1893
in	2013	1894
a	2013	1895
spare	2013	1896
philadelphia	2013	1897
hall	2013	1898
my	2013	1899
fellow	2013	1900
americans	2013	1901
the	2013	1902
oath	2013	1903
i	2013	1904
have	2013	1905
sworn	2013	1906
before	2013	1907
you	2013	1908
today	2013	1909
like	2013	1910
the	2013	1911
one	2013	1912
recited	2013	1913
by	2013	1914
others	2013	1915
who	2013	1916
serve	2013	1917
in	2013	1918
this	2013	1919
capitol	2013	1920
was	2013	1921
an	2013	1922
oath	2013	1923
to	2013	1924
god	2013	1925
and	2013	1926
country	2013	1927
not	2013	1928
party	2013	1929
or	2013	1930
faction	2013	1931
and	2013	1932
we	2013	1933
must	2013	1934
faithfully	2013	1935
execute	2013	1936
that	2013	1937
pledge	2013	1938
during	2013	1939
the	2013	1940
duration	2013	1941
of	2013	1942
our	2013	1943
service	2013	1944
but	2013	1945
the	2013	1946
words	2013	1947
i	2013	1948
spoke	2013	1949
today	2013	1950
are	2013	1951
not	2013	1952
so	2013	1953
different	2013	1954
from	2013	1955
the	2013	1956
oath	2013	1957
that	2013	1958
is	2013	1959
taken	2013	1960
each	2013	1961
time	2013	1962
a	2013	1963
soldier	2013	1964
signs	2013	1965
up	2013	1966
for	2013	1967
duty	2013	1968
or	2013	1969
an	2013	1970
immigrant	2013	1971
realizes	2013	1972
her	2013	1973
dream	2013	1974
my	2013	1975
oath	2013	1976
is	2013	1977
not	2013	1978
so	2013	1979
different	2013	1980
from	2013	1981
the	2013	1982
pledge	2013	1983
we	2013	1984
all	2013	1985
make	2013	1986
to	2013	1987
the	2013	1988
flag	2013	1989
that	2013	1990
waves	2013	1991
above	2013	1992
and	2013	1993
that	2013	1994
fills	2013	1995
our	2013	1996
hearts	2013	1997
with	2013	1998
pride	2013	1999
they	2013	2000
are	2013	2001
the	2013	2002
words	2013	2003
of	2013	2004
citizens	2013	2005
and	2013	2006
they	2013	2007
represent	2013	2008
our	2013	2009
greatest	2013	2010
hope	2013	2011
you	2013	2012
and	2013	2013
i	2013	2014
as	2013	2015
citizens	2013	2016
have	2013	2017
the	2013	2018
power	2013	2019
to	2013	2020
set	2013	2021
this	2013	2022
country	2013	2023
s	2013	2024
course	2013	2025
you	2013	2026
and	2013	2027
i	2013	2028
as	2013	2029
citizens	2013	2030
have	2013	2031
the	2013	2032
obligation	2013	2033
to	2013	2034
shape	2013	2035
the	2013	2036
debates	2013	2037
of	2013	2038
our	2013	2039
time	2013	2040
not	2013	2041
only	2013	2042
with	2013	2043
the	2013	2044
votes	2013	2045
we	2013	2046
cast	2013	2047
but	2013	2048
with	2013	2049
the	2013	2050
voices	2013	2051
we	2013	2052
lift	2013	2053
in	2013	2054
defense	2013	2055
of	2013	2056
our	2013	2057
most	2013	2058
ancient	2013	2059
values	2013	2060
and	2013	2061
enduring	2013	2062
ideals	2013	2063
let	2013	2064
us	2013	2065
each	2013	2066
of	2013	2067
us	2013	2068
now	2013	2069
embrace	2013	2070
with	2013	2071
solemn	2013	2072
duty	2013	2073
and	2013	2074
awesome	2013	2075
joy	2013	2076
what	2013	2077
is	2013	2078
our	2013	2079
lasting	2013	2080
birthright	2013	2081
with	2013	2082
common	2013	2083
effort	2013	2084
and	2013	2085
common	2013	2086
purpose	2013	2087
with	2013	2088
passion	2013	2089
and	2013	2090
dedication	2013	2091
let	2013	2092
us	2013	2093
answer	2013	2094
the	2013	2095
call	2013	2096
of	2013	2097
history	2013	2098
and	2013	2099
carry	2013	2100
into	2013	2101
an	2013	2102
uncertain	2013	2103
future	2013	2104
that	2013	2105
precious	2013	2106
light	2013	2107
of	2013	2108
freedom	2013	2109
thank	2013	2110
you	2013	2111
god	2013	2112
bless	2013	2113
you	2013	2114
and	2013	2115
may	2013	2116
he	2013	2117
forever	2013	2118
bless	2013	2119
these	2013	2120
united	2013	2121
states	2013	2122
of	2013	2123
america	2013	2124
chief	2017	0
justice	2017	1
roberts	2017	2
president	2017	3
carter	2017	4
president	2017	5
clinton	2017	6
president	2017	7
bush	2017	8
president	2017	9
obama	2017	10
fellow	2017	11
americans	2017	12
and	2017	13
people	2017	14
of	2017	15
the	2017	16
world	2017	17
thank	2017	18
you	2017	19
we	2017	20
the	2017	21
citizens	2017	22
of	2017	23
america	2017	24
are	2017	25
now	2017	26
joined	2017	27
in	2017	28
a	2017	29
great	2017	30
national	2017	31
effort	2017	32
to	2017	33
rebuild	2017	34
our	2017	35
country	2017	36
and	2017	37
restore	2017	38
its	2017	39
promise	2017	40
for	2017	41
all	2017	42
of	2017	43
our	2017	44
people	2017	45
together	2017	46
we	2017	47
will	2017	48
determine	2017	49
the	2017	50
course	2017	51
of	2017	52
america	2017	53
and	2017	54
the	2017	55
world	2017	56
for	2017	57
many	2017	58
many	2017	59
years	2017	60
to	2017	61
come	2017	62
we	2017	63
will	2017	64
face	2017	65
challenges	2017	66
we	2017	67
will	2017	68
confront	2017	69
hardships	2017	70
but	2017	71
we	2017	72
will	2017	73
get	2017	74
the	2017	75
job	2017	76
done	2017	77
every	2017	78
4	2017	79
years	2017	80
we	2017	81
gather	2017	82
on	2017	83
these	2017	84
steps	2017	85
to	2017	86
carry	2017	87
out	2017	88
the	2017	89
orderly	2017	90
and	2017	91
peaceful	2017	92
transfer	2017	93
of	2017	94
power	2017	95
and	2017	96
we	2017	97
are	2017	98
grateful	2017	99
to	2017	100
president	2017	101
obama	2017	102
and	2017	103
first	2017	104
lady	2017	105
michelle	2017	106
obama	2017	107
for	2017	108
their	2017	109
gracious	2017	110
aid	2017	111
throughout	2017	112
this	2017	113
transition	2017	114
they	2017	115
have	2017	116
been	2017	117
magnificent	2017	118
thank	2017	119
you	2017	120
today	2017	121
s	2017	122
ceremony	2017	123
however	2017	124
has	2017	125
very	2017	126
special	2017	127
meaning	2017	128
because	2017	129
today	2017	130
we	2017	131
are	2017	132
not	2017	133
merely	2017	134
transferring	2017	135
power	2017	136
from	2017	137
one	2017	138
administration	2017	139
to	2017	140
another	2017	141
or	2017	142
from	2017	143
one	2017	144
party	2017	145
to	2017	146
another	2017	147
but	2017	148
we	2017	149
are	2017	150
transferring	2017	151
power	2017	152
from	2017	153
washington	2017	154
dc	2017	155
and	2017	156
giving	2017	157
it	2017	158
back	2017	159
to	2017	160
you	2017	161
the	2017	162
people	2017	163
for	2017	164
too	2017	165
long	2017	166
a	2017	167
small	2017	168
group	2017	169
in	2017	170
our	2017	171
nation	2017	172
s	2017	173
capital	2017	174
